Nr.;BLZ;Institut;Ort;RZ;Organisation;HBCI-Zugang DNS;HBCI- Zugang     IP-Adresse;HBCI-Version;DDV;RDH-1;RDH-2;RDH-3;RDH-4;RDH-5;RDH-6;RDH-7;RDH-8;RDH-9;RDH-10;RAH-7;RAH-9;RAH-10;PIN/TAN-Zugang URL;Version;Datum letzte Änderung;;;;;
3753;77120073;UniCredit Bank - HypoVereinsbank AG;Kulmbach;eigenes Rechenzentrum;BdB;hbci.hypovereinsbank.de;;3.0;;ja;;ja;;ja;;;;ja;ja;;ja;ja;https://hbci-01.hypovereinsbank.de/bank/hbci;FinTS V3.0;21.08.2015;;;;;
3754;77120073;UniCredit Bank - HypoVereinsbank AG;Kronach, Oberfr;eigenes Rechenzentrum;BdB;hbci.hypovereinsbank.de;;3.0;;ja;;ja;;ja;;;;ja;ja;;ja;ja;https://hbci-01.hypovereinsbank.de/bank/hbci;FinTS V3.0;21.08.2015;;;;;
3755;77140061;Commerzbank;Kulmbach;eigenes Rechenzentrum;BdB;hbci.commerzbank.de;;3.0;;ja;ja;ja;;ja;;;ja;ja;ja;;;;;;15.11.2010;;;;;
3756;77150000;Sparkasse Kulmbach-Kronach;Kulmbach-Kronach-Ludwigsstadt;Finanz Informatik GmbH & Co. KG;DSGV;banking-by4.s-fints-pt-by.de;nicht unterstützt;3.0;ja;;;;;;;;;;;;;;https://banking-by4.s-fints-pt-by.de/fints30;FinTS V3.0;21.07.2015;;;;;
3757;77151640;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
3758;77190000;Kulmbacher Bank;Kulmbach;Fiducia & GAD IT AG;BVR;hbci01.fiducia.de;;3.0;;;;;;;;ja;;ja;ja;;;;https://hbci11.fiducia.de/cgi-bin/hbciservlet;FinTS V3.0;18.12.2009;;;;;
3759;77320072;UniCredit Bank - HypoVereinsbank AG;Bayreuth;eigenes Rechenzentrum;BdB;hbci.hypovereinsbank.de;;3.0;;ja;;ja;;ja;;;;ja;ja;;ja;ja;https://hbci-01.hypovereinsbank.de/bank/hbci;FinTS V3.0;21.08.2015;;;;;
3760;77320072;UniCredit Bank - HypoVereinsbank AG;Burgkunstadt;eigenes Rechenzentrum;BdB;hbci.hypovereinsbank.de;;3.0;;ja;;ja;;ja;;;;ja;ja;;ja;ja;https://hbci-01.hypovereinsbank.de/bank/hbci;FinTS V3.0;21.08.2015;;;;;
3761;77320072;UniCredit Bank - HypoVereinsbank AG;Pegnitz;eigenes Rechenzentrum;BdB;hbci.hypovereinsbank.de;;3.0;;ja;;ja;;ja;;;;ja;ja;;ja;ja;https://hbci-01.hypovereinsbank.de/bank/hbci;FinTS V3.0;21.08.2015;;;;;
3762;77340076;Commerzbank;Bayreuth;eigenes Rechenzentrum;BdB;hbci.commerzbank.de;;3.0;;ja;ja;ja;;ja;;;ja;ja;ja;;;;;;15.11.2010;;;;;
3763;77350110;Sparkasse Bayreuth;Bayreuth;Finanz Informatik GmbH & Co. KG;DSGV;banking-by4.s-fints-pt-by.de;nicht unterstützt;3.0;ja;;;;;;;;;;;;;;https://banking-by4.s-fints-pt-by.de/fints30;FinTS V3.0;21.07.2015;;;;;
3764;77361600;Raiffeisen-Volksbank Kronach-Ludwigsstadt;Kronach, Oberfr;Fiducia & GAD IT AG;BVR;hbci01.fiducia.de;;3.0;;;;;;;;ja;;ja;ja;;;;https://hbci11.fiducia.de/cgi-bin/hbciservlet;FinTS V3.0;18.12.2009;;;;;
3765;77363749;Raiffeisenbank;Gefrees;Fiducia & GAD IT AG;BVR;hbci01.fiducia.de;;3.0;;;;;;;;ja;;ja;ja;;;;https://hbci11.fiducia.de/cgi-bin/hbciservlet;FinTS V3.0;18.12.2009;;;;;
3766;77365792;Raiffeisenbank Hollfeld-Waischenfeld-Aufseß;Hollfeld;Fiducia & GAD IT AG;BVR;hbci01.fiducia.de;;3.0;;;;;;;;ja;;ja;ja;;;;https://hbci11.fiducia.de/cgi-bin/hbciservlet;FinTS V3.0;18.12.2009;;;;;
3767;77390000;Volksbank-Raiffeisenbank Bayreuth;Bayreuth;Fiducia & GAD IT AG;BVR;hbci01.fiducia.de;;3.0;;;;;;;;ja;;ja;ja;;;;https://hbci11.fiducia.de/cgi-bin/hbciservlet;FinTS V3.0;18.12.2009;;;;;
3768;78020070;UniCredit Bank - HypoVereinsbank AG;Hof, Saale;eigenes Rechenzentrum;BdB;hbci.hypovereinsbank.de;;3.0;;ja;;ja;;ja;;;;ja;ja;;ja;ja;https://hbci-01.hypovereinsbank.de/bank/hbci;FinTS V3.0;21.08.2015;;;;;
3769;78020070;UniCredit Bank - HypoVereinsbank AG;Münchberg, Oberfr;eigenes Rechenzentrum;BdB;hbci.hypovereinsbank.de;;3.0;;ja;;ja;;ja;;;;ja;ja;;ja;ja;https://hbci-01.hypovereinsbank.de/bank/hbci;FinTS V3.0;21.08.2015;;;;;
3770;78020070;UniCredit Bank - HypoVereinsbank AG;Marktredwitz;eigenes Rechenzentrum;BdB;hbci.hypovereinsbank.de;;3.0;;ja;;ja;;ja;;;;ja;ja;;ja;ja;https://hbci-01.hypovereinsbank.de/bank/hbci;FinTS V3.0;21.08.2015;;;;;
3771;78020070;UniCredit Bank - HypoVereinsbank AG;Helmbrechts, Oberfr;eigenes Rechenzentrum;BdB;hbci.hypovereinsbank.de;;3.0;;ja;;ja;;ja;;;;ja;ja;;ja;ja;https://hbci-01.hypovereinsbank.de/bank/hbci;FinTS V3.0;21.08.2015;;;;;
3772;78020070;UniCredit Bank - HypoVereinsbank AG;Naila;eigenes Rechenzentrum;BdB;hbci.hypovereinsbank.de;;3.0;;ja;;ja;;ja;;;;ja;ja;;ja;ja;https://hbci-01.hypovereinsbank.de/bank/hbci;FinTS V3.0;21.08.2015;;;;;
3773;78020070;UniCredit Bank - HypoVereinsbank AG;Rehau, Oberfr;eigenes Rechenzentrum;BdB;hbci.hypovereinsbank.de;;3.0;;ja;;ja;;ja;;;;ja;ja;;ja;ja;https://hbci-01.hypovereinsbank.de/bank/hbci;FinTS V3.0;21.08.2015;;;;;
3774;78020070;UniCredit Bank - HypoVereinsbank AG;Selb;eigenes Rechenzentrum;BdB;hbci.hypovereinsbank.de;;3.0;;ja;;ja;;ja;;;;ja;ja;;ja;ja;https://hbci-01.hypovereinsbank.de/bank/hbci;FinTS V3.0;21.08.2015;;;;;
3775;78020429;UniCredit Bank - HypoVereinsbank AG;Aschheim;eigenes Rechenzentrum;BdB;hbci.hypovereinsbank.de;;3.0;;ja;;ja;;ja;;;;ja;ja;;ja;ja;https://hbci-01.hypovereinsbank.de/bank/hbci;FinTS V3.0;21.08.2015;;;;;
3776;78030080;Archon Capital Bank Deutschland;Hof, Saale;Fiducia & GAD IT AG;BVR;hbci01.fiducia.de;;3.0;;;;;;;;ja;;ja;ja;;;;https://hbci11.fiducia.de/cgi-bin/hbciservlet;FinTS V3.0;18.12.2009;;;;;
3777;78030081;Archon Capital Bank Deutschland Servicing;Hof, Saale;Fiducia & GAD IT AG;BVR;hbci01.fiducia.de;;3.0;;;;;;;;ja;;ja;ja;;;;https://hbci11.fiducia.de/cgi-bin/hbciservlet;FinTS V3.0;18.12.2009;;;;;
3778;78040081;Commerzbank;Hof;eigenes Rechenzentrum;BdB;hbci.commerzbank.de;;3.0;;ja;ja;ja;;ja;;;ja;ja;ja;;;;;;15.11.2010;;;;;
3779;78050000;Sparkasse Hochfranken;Hof;Finanz Informatik GmbH & Co. KG;DSGV;banking-by4.s-fints-pt-by.de;nicht unterstützt;3.0;ja;;;;;;;;;;;;;;https://banking-by4.s-fints-pt-by.de/fints30;FinTS V3.0;21.07.2015;;;;;
3780;78060896;VR Bank Hof;Hof, Saale;Fiducia & GAD IT AG;BVR;hbci01.fiducia.de;;3.0;;;;;;;;ja;;ja;ja;;;;https://hbci11.fiducia.de/cgi-bin/hbciservlet;FinTS V3.0;18.12.2009;;;;;
3781;78062488;Raiffeisenbank -alt-;Stammbach;Fiducia & GAD IT AG;BVR;hbci01.fiducia.de;;3.0;;;;;;;;ja;;ja;ja;;;;https://hbci11.fiducia.de/cgi-bin/hbciservlet;FinTS V3.0;18.12.2009;;;;;
3782;78090000;Ver VB Hof-Helmbrechts-Münchberg -alt-;Hof, Saale;Fiducia & GAD IT AG;BVR;hbci01.fiducia.de;;3.0;;;;;;;;ja;;ja;ja;;;;https://hbci11.fiducia.de/cgi-bin/hbciservlet;FinTS V3.0;18.12.2009;;;;;
3783;78160069;VR-Bank Fichtelgebirge;Marktredwitz;Fiducia & GAD IT AG;BVR;hbci01.fiducia.de;;3.0;;;;;;;;ja;;ja;ja;;;;https://hbci11.fiducia.de/cgi-bin/hbciservlet;FinTS V3.0;18.12.2009;;;;;
3784;78161232;VR-Bank Marktredwitz -alt-;Arzberg, Oberfr;Fiducia & GAD IT AG;BVR;hbci01.fiducia.de;;3.0;;;;;;;;ja;;ja;ja;;;;https://hbci11.fiducia.de/cgi-bin/hbciservlet;FinTS V3.0;18.12.2009;;;;;
3785;78161575;Raiffeisenbank im Stiftland;Waldsassen;Fiducia & GAD IT AG;BVR;hbci01.fiducia.de;;3.0;;;;;;;;ja;;ja;ja;;;;https://hbci11.fiducia.de/cgi-bin/hbciservlet;FinTS V3.0;18.12.2009;;;;;
3786;78320076;UniCredit Bank - HypoVereinsbank AG;Coburg;eigenes Rechenzentrum;BdB;hbci.hypovereinsbank.de;;3.0;;ja;;ja;;ja;;;;ja;ja;;ja;ja;https://hbci-01.hypovereinsbank.de/bank/hbci;FinTS V3.0;21.08.2015;;;;;
3787;78320076;UniCredit Bank - HypoVereinsbank AG;Neustadt b. Coburg;eigenes Rechenzentrum;BdB;hbci.hypovereinsbank.de;;3.0;;ja;;ja;;ja;;;;ja;ja;;ja;ja;https://hbci-01.hypovereinsbank.de/bank/hbci;FinTS V3.0;21.08.2015;;;;;
3788;78320076;UniCredit Bank - HypoVereinsbank AG;Rödental;eigenes Rechenzentrum;BdB;hbci.hypovereinsbank.de;;3.0;;ja;;ja;;ja;;;;ja;ja;;ja;ja;https://hbci-01.hypovereinsbank.de/bank/hbci;FinTS V3.0;21.08.2015;;;;;
3789;78320076;UniCredit Bank - HypoVereinsbank AG;Sonneberg, Thür;eigenes Rechenzentrum;BdB;hbci.hypovereinsbank.de;;3.0;;ja;;ja;;ja;;;;ja;ja;;ja;ja;https://hbci-01.hypovereinsbank.de/bank/hbci;FinTS V3.0;21.08.2015;;;;;
3790;78340091;Commerzbank;Coburg;eigenes Rechenzentrum;BdB;hbci.commerzbank.de;;3.0;;ja;ja;ja;;ja;;;ja;ja;ja;;;;;;15.11.2010;;;;;
3791;78340091;Commerzbank;Sonneberg;eigenes Rechenzentrum;BdB;hbci.commerzbank.de;;3.0;;ja;ja;ja;;ja;;;ja;ja;ja;;;;;;15.11.2010;;;;;
3792;78350000;Vereinigte Coburger Sparkassen;Coburg;Finanz Informatik GmbH & Co. KG;DSGV;banking-by4.s-fints-pt-by.de;nicht unterstützt;3.0;ja;;;;;;;;;;;;;;https://banking-by4.s-fints-pt-by.de/fints30;FinTS V3.0;21.07.2015;;;;;
3793;78360000;VR-Bank Coburg;Coburg;Fiducia & GAD IT AG;BVR;hbci01.fiducia.de;;3.0;;;;;;;;ja;;ja;ja;;;;https://hbci11.fiducia.de/cgi-bin/hbciservlet;FinTS V3.0;18.12.2009;;;;;
3794;78390000;VR-Bank Coburg;Coburg;Fiducia & GAD IT AG;BVR;hbci01.fiducia.de;;3.0;;;;;;;;ja;;ja;ja;;;;https://hbci11.fiducia.de/cgi-bin/hbciservlet;FinTS V3.0;18.12.2009;;;;;
3795;79020076;UniCredit Bank - HypoVereinsbank AG;Würzburg;eigenes Rechenzentrum;BdB;hbci.hypovereinsbank.de;;3.0;;ja;;ja;;ja;;;;ja;ja;;ja;ja;https://hbci-01.hypovereinsbank.de/bank/hbci;FinTS V3.0;21.08.2015;;;;;
3796;79020076;UniCredit Bank - HypoVereinsbank AG;Ochsenfurt, Unterfr;eigenes Rechenzentrum;BdB;hbci.hypovereinsbank.de;;3.0;;ja;;ja;;ja;;;;ja;ja;;ja;ja;https://hbci-01.hypovereinsbank.de/bank/hbci;FinTS V3.0;21.08.2015;;;;;
3797;79020076;UniCredit Bank - HypoVereinsbank AG;Marktheidenfeld;eigenes Rechenzentrum;BdB;hbci.hypovereinsbank.de;;3.0;;ja;;ja;;ja;;;;ja;ja;;ja;ja;https://hbci-01.hypovereinsbank.de/bank/hbci;FinTS V3.0;21.08.2015;;;;;
3798;79020076;UniCredit Bank - HypoVereinsbank AG;Gemünden a. Main;eigenes Rechenzentrum;BdB;hbci.hypovereinsbank.de;;3.0;;ja;;ja;;ja;;;;ja;ja;;ja;ja;https://hbci-01.hypovereinsbank.de/bank/hbci;FinTS V3.0;21.08.2015;;;;;
3799;79020076;UniCredit Bank - HypoVereinsbank AG;Karlstadt, Main;eigenes Rechenzentrum;BdB;hbci.hypovereinsbank.de;;3.0;;ja;;ja;;ja;;;;ja;ja;;ja;ja;https://hbci-01.hypovereinsbank.de/bank/hbci;FinTS V3.0;21.08.2015;;;;;
3800;79020076;UniCredit Bank - HypoVereinsbank AG;Kitzingen;eigenes Rechenzentrum;BdB;hbci.hypovereinsbank.de;;3.0;;ja;;ja;;ja;;;;ja;ja;;ja;ja;https://hbci-01.hypovereinsbank.de/bank/hbci;FinTS V3.0;21.08.2015;;;;;
3801;79020076;UniCredit Bank - HypoVereinsbank AG;Volkach;eigenes Rechenzentrum;BdB;hbci.hypovereinsbank.de;;3.0;;ja;;ja;;ja;;;;ja;ja;;ja;ja;https://hbci-01.hypovereinsbank.de/bank/hbci;FinTS V3.0;21.08.2015;;;;;
3802;79020076;UniCredit Bank - HypoVereinsbank AG;Lohr a. Main;eigenes Rechenzentrum;BdB;hbci.hypovereinsbank.de;;3.0;;ja;;ja;;ja;;;;ja;ja;;ja;ja;https://hbci-01.hypovereinsbank.de/bank/hbci;FinTS V3.0;21.08.2015;;;;;
3803;79020325;UniCredit Bank - HypoVereinsbank AG;Aschheim;eigenes Rechenzentrum;BdB;hbci.hypovereinsbank.de;;3.0;;ja;;ja;;ja;;;;ja;ja;;ja;ja;https://hbci-01.hypovereinsbank.de/bank/hbci;FinTS V3.0;21.08.2015;;;;;
3804;79030001;Fürstlich Castell'sche Bank;Würzburg;Fiducia & GAD IT AG;BdB;hbci.gad.de;nicht unterstützt;3.0;;;;;;;;ja;;ja;ja;;;;https://hbci-pintan.gad.de/cgi-bin/hbciservlet;FinTS V3.0;11.12.2014;;;;;
3805;79030001;Fürstlich Castell'sche Bank;Neustadt an der Aisch;Fiducia & GAD IT AG;BdB;hbci.gad.de;nicht unterstützt;3.0;;;;;;;;ja;;ja;ja;;;;https://hbci-pintan.gad.de/cgi-bin/hbciservlet;FinTS V3.0;11.12.2014;;;;;
3806;79030001;Fürstlich Castell'sche Bank;Burghaslach;Fiducia & GAD IT AG;BdB;hbci.gad.de;nicht unterstützt;3.0;;;;;;;;ja;;ja;ja;;;;https://hbci-pintan.gad.de/cgi-bin/hbciservlet;FinTS V3.0;11.12.2014;;;;;
3807;79030001;Fürstlich Castell'sche Bank;Scheinfeld;Fiducia & GAD IT AG;BdB;hbci.gad.de;nicht unterstützt;3.0;;;;;;;;ja;;ja;ja;;;;https://hbci-pintan.gad.de/cgi-bin/hbciservlet;FinTS V3.0;11.12.2014;;;;;
3808;79030001;Fürstlich Castell'sche Bank;Schlüsselfeld;Fiducia & GAD IT AG;BdB;hbci.gad.de;nicht unterstützt;3.0;;;;;;;;ja;;ja;ja;;;;https://hbci-pintan.gad.de/cgi-bin/hbciservlet;FinTS V3.0;11.12.2014;;;;;
3809;79030001;Fürstlich Castell'sche Bank;Mannheim;Fiducia & GAD IT AG;BdB;hbci.gad.de;nicht unterstützt;3.0;;;;;;;;ja;;ja;ja;;;;https://hbci-pintan.gad.de/cgi-bin/hbciservlet;FinTS V3.0;11.12.2014;;;;;
3810;79030001;Fürstlich Castell'sche Bank;Kitzingen;Fiducia & GAD IT AG;BdB;hbci.gad.de;nicht unterstützt;3.0;;;;;;;;ja;;ja;ja;;;;https://hbci-pintan.gad.de/cgi-bin/hbciservlet;FinTS V3.0;11.12.2014;;;;;
3811;79030001;Fürstlich Castell'sche Bank;Volkach;Fiducia & GAD IT AG;BdB;hbci.gad.de;nicht unterstützt;3.0;;;;;;;;ja;;ja;ja;;;;https://hbci-pintan.gad.de/cgi-bin/hbciservlet;FinTS V3.0;11.12.2014;;;;;
3812;79030001;Fürstlich Castell'sche Bank;Castell;Fiducia & GAD IT AG;BdB;hbci.gad.de;nicht unterstützt;3.0;;;;;;;;ja;;ja;ja;;;;https://hbci-pintan.gad.de/cgi-bin/hbciservlet;FinTS V3.0;11.12.2014;;;;;
3813;79030001;Fürstlich Castell'sche Bank;München;Fiducia & GAD IT AG;BdB;hbci.gad.de;nicht unterstützt;3.0;;;;;;;;ja;;ja;ja;;;;https://hbci-pintan.gad.de/cgi-bin/hbciservlet;FinTS V3.0;11.12.2014;;;;;
3814;79030001;Fürstlich Castell'sche Bank;Markt Einersheim;Fiducia & GAD IT AG;BdB;hbci.gad.de;nicht unterstützt;3.0;;;;;;;;ja;;ja;ja;;;;https://hbci-pintan.gad.de/cgi-bin/hbciservlet;FinTS V3.0;11.12.2014;;;;;
3815;79030001;Fürstlich Castell'sche Bank;Wiesentheid;Fiducia & GAD IT AG;BdB;hbci.gad.de;nicht unterstützt;3.0;;;;;;;;ja;;ja;ja;;;;https://hbci-pintan.gad.de/cgi-bin/hbciservlet;FinTS V3.0;11.12.2014;;;;;
3816;79030001;Fürstlich Castell'sche Bank;Gerolzhofen;Fiducia & GAD IT AG;BdB;hbci.gad.de;nicht unterstützt;3.0;;;;;;;;ja;;ja;ja;;;;https://hbci-pintan.gad.de/cgi-bin/hbciservlet;FinTS V3.0;11.12.2014;;;;;
3817;79030001;Fürstlich Castell'sche Bank;Ulm;Fiducia & GAD IT AG;BdB;hbci.gad.de;nicht unterstützt;3.0;;;;;;;;ja;;ja;ja;;;;https://hbci-pintan.gad.de/cgi-bin/hbciservlet;FinTS V3.0;11.12.2014;;;;;
3818;79030001;Fürstlich Castell'sche Bank;Lohr am Main;Fiducia & GAD IT AG;BdB;hbci.gad.de;nicht unterstützt;3.0;;;;;;;;ja;;ja;ja;;;;https://hbci-pintan.gad.de/cgi-bin/hbciservlet;FinTS V3.0;11.12.2014;;;;;
3819;79030001;Fürstlich Castell'sche Bank;Nürnberg;Fiducia & GAD IT AG;BdB;hbci.gad.de;nicht unterstützt;3.0;;;;;;;;ja;;ja;ja;;;;https://hbci-pintan.gad.de/cgi-bin/hbciservlet;FinTS V3.0;11.12.2014;;;;;
3820;79030001;Fürstlich Castell'sche Bank;Heilbronn;Fiducia & GAD IT AG;BdB;hbci.gad.de;nicht unterstützt;3.0;;;;;;;;ja;;ja;ja;;;;https://hbci-pintan.gad.de/cgi-bin/hbciservlet;FinTS V3.0;11.12.2014;;;;;
3821;79032038;Bank Schilling & Co;Hammelburg;Fiducia & GAD IT AG;BVR;hbci01.fiducia.de;;3.0;;;;;;;;ja;;ja;ja;;;;https://hbci11.fiducia.de/cgi-bin/hbciservlet;FinTS V3.0;18.12.2009;;;;;
3822;79040047;Commerzbank;Würzburg;eigenes Rechenzentrum;BdB;hbci.commerzbank.de;;3.0;;ja;ja;ja;;ja;;;ja;ja;ja;;;;;;15.11.2010;;;;;
3823;79040047;Commerzbank;Wertheim ;eigenes Rechenzentrum;BdB;hbci.commerzbank.de;;3.0;;ja;ja;ja;;ja;;;ja;ja;ja;;;;;;15.11.2010;;;;;
3824;79050000;Sparkasse Mainfranken-Würzburg;Würzburg;Finanz Informatik GmbH & Co. KG;DSGV;banking-by7.s-fints-pt-by.de;nicht unterstützt;3.0;ja;;;;;;;;;;;;;;https://banking-by7.s-fints-pt-by.de/fints30;FinTS V3.0;21.07.2015;;;;;
3825;79061000;Raiffeisenbank;Ochsenfurt, Unterfr;Fiducia & GAD IT AG;BVR;hbci01.fiducia.de;;3.0;;;;;;;;ja;;ja;ja;;;;https://hbci11.fiducia.de/cgi-bin/hbciservlet;FinTS V3.0;18.12.2009;;;;;
3826;79061153;Raiffeisenbank Lohr, Main;Lohr a. Main;Fiducia & GAD IT AG;BVR;hbci01.fiducia.de;;3.0;;;;;;;;ja;;ja;ja;;;;https://hbci11.fiducia.de/cgi-bin/hbciservlet;FinTS V3.0;18.12.2009;;;;;
3827;79062106;Raiffeisenbank;Hammelburg;Fiducia & GAD IT AG;BVR;hbci01.fiducia.de;;3.0;;;;;;;;ja;;ja;ja;;;;https://hbci11.fiducia.de/cgi-bin/hbciservlet;FinTS V3.0;18.12.2009;;;;;
3828;79063060;Raiffeisenbank Estenfeld-Bergtheim;Estenfeld;Fiducia & GAD IT AG;BVR;hbci01.fiducia.de;;3.0;;;;;;;;ja;;ja;ja;;;;https://hbci11.fiducia.de/cgi-bin/hbciservlet;FinTS V3.0;18.12.2009;;;;;
3829;79063122;Raiffeisenbank Höchberg;Höchberg;Fiducia & GAD IT AG;BVR;hbci01.fiducia.de;;3.0;;;;;;;;ja;;ja;ja;;;;https://hbci11.fiducia.de/cgi-bin/hbciservlet;FinTS V3.0;18.12.2009;;;;;
3830;79065028;VR-Bank Bad Kissingen-Bad Brückenau;Bad Kissingen;Fiducia & GAD IT AG;BVR;hbci01.fiducia.de;;3.0;;;;;;;;ja;;ja;ja;;;;https://hbci11.fiducia.de/cgi-bin/hbciservlet;FinTS V3.0;18.12.2009;;;;;
3831;79065160;Raiffeisenbank;Marktheidenfeld;Fiducia & GAD IT AG;BVR;hbci01.fiducia.de;;3.0;;;;;;;;ja;;ja;ja;;;;https://hbci11.fiducia.de/cgi-bin/hbciservlet;FinTS V3.0;18.12.2009;;;;;
3832;79066082;Raiffeisenbank;Altertheim;Fiducia & GAD IT AG;BVR;hbci01.fiducia.de;;3.0;;;;;;;;ja;;ja;ja;;;;https://hbci11.fiducia.de/cgi-bin/hbciservlet;FinTS V3.0;18.12.2009;;;;;
3833;79069001;Raiffeisenbank Volkach-Wiesentheid;Wiesentheid;Fiducia & GAD IT AG;BVR;hbci01.fiducia.de;;3.0;;;;;;;;ja;;ja;ja;;;;https://hbci11.fiducia.de/cgi-bin/hbciservlet;FinTS V3.0;18.12.2009;;;;;
3834;79069010;VR-Bank Schweinfurt;Schweinfurt;Fiducia & GAD IT AG;BVR;hbci01.fiducia.de;;3.0;;;;;;;;ja;;ja;ja;;;;https://hbci11.fiducia.de/cgi-bin/hbciservlet;FinTS V3.0;18.12.2009;;;;;
3835;79069031;Raiffeisenbank Bütthard-Gaukönigshofen;Bütthard;Fiducia & GAD IT AG;BVR;hbci01.fiducia.de;;3.0;;;;;;;;ja;;ja;ja;;;;https://hbci11.fiducia.de/cgi-bin/hbciservlet;FinTS V3.0;18.12.2009;;;;;
3836;79069078;Raiffeisenbank Geiselwind -alt-;Geiselwind;Fiducia & GAD IT AG;BVR;hbci01.fiducia.de;;3.0;;;;;;;;ja;;ja;ja;;;;https://hbci11.fiducia.de/cgi-bin/hbciservlet;FinTS V3.0;18.12.2009;;;;;
3837;79069090;Raiffeisenbank Ulsenheim-Gollhofen -alt-;Gollhofen;Fiducia & GAD IT AG;BVR;hbci01.fiducia.de;;3.0;;;;;;;;ja;;ja;ja;;;;https://hbci11.fiducia.de/cgi-bin/hbciservlet;FinTS V3.0;18.12.2009;;;;;
3838;79069110;Raiffeisenkasse Hendungen-Rappershausen -alt-;Hendungen;Fiducia & GAD IT AG;BVR;hbci01.fiducia.de;;3.0;;;;;;;;ja;;ja;ja;;;;https://hbci11.fiducia.de/cgi-bin/hbciservlet;FinTS V3.0;18.12.2009;;;;;
3839;79069145;Raiffeisenbank Kreuzwertheim-Hasloch -alt-;Kreuzwertheim;Fiducia & GAD IT AG;BVR;hbci01.fiducia.de;;3.0;;;;;;;;ja;;ja;ja;;;;https://hbci11.fiducia.de/cgi-bin/hbciservlet;FinTS V3.0;18.12.2009;;;;;
3840;79069150;Raiffeisenbank Karlstadt-Gemünden;Karlstadt, Main;Fiducia & GAD IT AG;BVR;hbci01.fiducia.de;;3.0;;;;;;;;ja;;ja;ja;;;;https://hbci11.fiducia.de/cgi-bin/hbciservlet;FinTS V3.0;18.12.2009;;;;;
3841;79069165;Genobank Rhön-Grabfeld;Mellrichstadt;Fiducia & GAD IT AG;BVR;hbci01.fiducia.de;;3.0;;;;;;;;ja;;ja;ja;;;;https://hbci11.fiducia.de/cgi-bin/hbciservlet;FinTS V3.0;18.12.2009;;;;;
3842;79069181;Raiffeisenbank;Nüdlingen;Fiducia & GAD IT AG;BVR;hbci01.fiducia.de;;3.0;;;;;;;;ja;;ja;ja;;;;https://hbci11.fiducia.de/cgi-bin/hbciservlet;FinTS V3.0;18.12.2009;;;;;
3843;79069188;Raiffeisenbank Obereßfeld-Römhild;Sulzdorf a.d.Lederhecke;Fiducia & GAD IT AG;BVR;hbci01.fiducia.de;;3.0;;;;;;;;ja;;ja;ja;;;;https://hbci11.fiducia.de/cgi-bin/hbciservlet;FinTS V3.0;18.12.2009;;;;;
3844;79069192;Raiffeisenbank Obernbreit und Umgebung;Obernbreit;Fiducia & GAD IT AG;BVR;hbci01.fiducia.de;;3.0;;;;;;;;ja;;ja;ja;;;;https://hbci11.fiducia.de/cgi-bin/hbciservlet;FinTS V3.0;18.12.2009;;;;;
3845;79069199;Raiffeisenbank -alt-;Oberthulba;Fiducia & GAD IT AG;BVR;hbci01.fiducia.de;;3.0;;;;;;;;ja;;ja;ja;;;;https://hbci11.fiducia.de/cgi-bin/hbciservlet;FinTS V3.0;18.12.2009;;;;;
3846;79069213;Raiffeisenbank Maßbach;Rannungen;Fiducia & GAD IT AG;BVR;hbci01.fiducia.de;;3.0;;;;;;;;ja;;ja;ja;;;;https://hbci11.fiducia.de/cgi-bin/hbciservlet;FinTS V3.0;18.12.2009;;;;;
3847;79069271;Raiffeisenbank;Thüngersheim;Fiducia & GAD IT AG;BVR;hbci01.fiducia.de;;3.0;;;;;;;;ja;;ja;ja;;;;https://hbci11.fiducia.de/cgi-bin/hbciservlet;FinTS V3.0;18.12.2009;;;;;
3848;79070016;Deutsche Bank AG;Schweinfurt;eigenes Rechenzentrum;BdB;;193.150.167.7;3.0;;;;;;;;;;ja;ja;;;;https://fints.deutsche-bank.de/;FinTS V3.0;10.06.2013;;;;;
3849;79070016;Deutsche Bank AG;Würzburg;eigenes Rechenzentrum;BdB;;193.150.167.7;3.0;;;;;;;;;;ja;ja;;;;https://fints.deutsche-bank.de/;FinTS V3.0;10.06.2013;;;;;
3850;79070016;Deutsche Bank AG;Bad Mergentheim;eigenes Rechenzentrum;BdB;;193.150.167.7;3.0;;;;;;;;;;ja;ja;;;;https://fints.deutsche-bank.de/;FinTS V3.0;10.06.2013;;;;;
3851;79070024;Deutsche Bank Privat und Geschäftskunden AG;Bad Mergentheim;eigenes Rechenzentrum;BdB;;193.150.167.8;3.0;;;;;;;;;;ja;ja;;;;https://fints.deutsche-bank.de/;FinTS V3.0;10.06.2013;;;;;
3852;79070024;Deutsche Bank Privat und Geschäftskunden AG;Schweinfurt;eigenes Rechenzentrum;BdB;;193.150.167.8;3.0;;;;;;;;;;ja;ja;;;;https://fints.deutsche-bank.de/;FinTS V3.0;10.06.2013;;;;;
3853;79070024;Deutsche Bank Privat und Geschäftskunden AG;Würzburg;eigenes Rechenzentrum;BdB;;193.150.167.8;3.0;;;;;;;;;;ja;ja;;;;https://fints.deutsche-bank.de/;FinTS V3.0;10.06.2013;;;;;
